path,true_class,pred_class,correct,method,noise_spearman,noise_ssim,noise_iou,noise_robustness,brightness_spearman,brightness_ssim,brightness_iou,brightness_robustness,rotation_spearman,rotation_ssim,rotation_iou,rotation_robustness,overall_robustness
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1098.png,COVID,COVID,True,Grad-CAM,0.7277817882230057,0.24079218413655562,0.0,0.363350370530169,0.9656789265023519,0.9217625785518317,0.740701381509033,0.8850107586192002,0.973756146788906,0.9613853996603855,0.5799373040752351,0.8518992698362485,0.7000867996618726
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1098.png,COVID,COVID,True,Integrated Gradients,0.7280370931178282,0.2821731968373691,0.06380905991232343,0.395009514272039,0.936407469572497,0.9130553274013079,0.5826086956521739,0.8232621947450434,0.7372957264450031,0.4052989749715677,0.13102019678922838,0.4558140421062401,0.5580285837077742
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1112.png,COVID,COVID,True,Grad-CAM,0.8505220559364624,0.6099977216120648,0.012048192771084338,0.5268225966895297,0.9929339994543764,0.988811047733389,0.8255781554750626,0.941490360744286,0.9754750689610863,0.9045328162265285,0.5474728389230042,0.8257917241292945,0.7647015605210368
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1112.png,COVID,COVID,True,Integrated Gradients,0.7791536380750841,0.4596393815595305,0.10358767054067711,0.4806295708600959,0.9539804435662887,0.9209887116973136,0.6086422784188559,0.8404814744613663,0.7606603949160166,0.5031310911247724,0.14545454545454545,0.498839848940202,0.6066502980872214
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-114.png,COVID,COVID,True,Grad-CAM,0.8741981118803721,0.7081649486240967,0.13829047949965254,0.6036158731892736,0.9940234821203997,0.990354766271842,0.6722817764165391,0.8964003556546742,0.9539021472406155,0.9003941769762656,0.2178438661710037,0.717032271840427,0.7390161668947917
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-114.png,COVID,COVID,True,Integrated Gradients,0.7513662189321675,0.3630242211615217,0.09785522788203753,0.4388103222859348,0.821876687574516,0.7602446351825489,0.4302554027504912,0.6859006864097185,0.7472775860085568,0.43617659246151935,0.1386861313868613,0.4713698515579369,0.5320269534178634
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1146.png,COVID,COVID,True,Grad-CAM,0.8668026102004596,0.709701235297065,0.06036575497653342,0.5777411411622634,0.989621110271051,0.9753153339568612,0.5434628975265018,0.8514819135534293,0.9825542879562963,0.9655487084258095,0.5588865096359743,0.8503522806010537,0.7598584451055821
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1146.png,COVID,COVID,True,Integrated Gradients,0.7022809342837648,0.3183876251289289,0.05371502090704407,0.39254316752429774,0.8266371684564803,0.8207676863450226,0.4847042828008158,0.7222964581263436,0.7579738608014369,0.45874281611379303,0.099882491186839,0.47077713651076436,0.5285389207204686
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1206.png,COVID,Normal,False,Grad-CAM,0.8070253153431166,0.12180246182968896,0.34048202614379086,0.4614954725292907,0.9842494008718992,0.941694715269871,0.5201856148491879,0.8322638593844774,0.8953981170857603,0.7891999444100392,0.18139199423007574,0.6493368284263386,0.6476987201133689
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1206.png,COVID,Normal,False,Integrated Gradients,0.7158414915685943,0.39091831714323766,0.08782998505728043,0.4299610872875932,0.9459254701726982,0.9364155375123514,0.613395715341049,0.8433135639250994,0.7340284121712293,0.4558313645430528,0.11847046773642882,0.46590191455233615,0.5797255219216763
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-122.png,COVID,COVID,True,Grad-CAM,0.8772690674681616,0.7483497447668156,0.33905579399141633,0.6771292886147342,0.9938185734369145,0.9808995720719224,0.4396835860250494,0.8237023768038574,0.9297981266081581,0.8633805628435086,0.4482758620689655,0.7654161781170055,0.7554159478451989
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-122.png,COVID,COVID,True,Integrated Gradients,0.6814922687426787,0.35865439002971977,0.08837209302325581,0.40670485241296417,0.8616340669901648,0.6920427405680827,0.3618790272292663,0.6608301571352706,0.7394677185056362,0.4481092646802952,0.12577319587628866,0.46795182556922965,0.5118289450391548
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1258.png,COVID,COVID,True,Grad-CAM,0.9117667382105341,0.7910145610534534,0.08278255122273628,0.6268458289670705,0.9918401738908874,0.9795572165802275,0.7340566287377613,0.9108202231517516,0.897730368549175,0.8312743516104985,0.29792284866468843,0.6978513075022261,0.7451724532070161
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1258.png,COVID,COVID,True,Integrated Gradients,0.7303012526428719,0.41555506801177866,0.1357254290171607,0.4575046501658306,0.9496041065319216,0.8646815974871969,0.6367724206844866,0.8302778480642736,0.7101652327146211,0.637312888158252,0.1537242472266244,0.5213772337013114,0.6030532439771386
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1284.png,COVID,COVID,True,Grad-CAM,0.8482501128908482,0.644238750237642,0.0,0.5325716702276319,0.9871839377418785,0.9723296643917101,0.7379310344827587,0.9079517847590921,0.9449770527236276,0.864100599326112,0.15780173175472698,0.6845615204137028,0.708361658466809
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1284.png,COVID,COVID,True,Integrated Gradients,0.6947701860309033,0.3069863678395978,0.0567741935483871,0.38703624282875687,0.9083861303506409,0.8519518002477425,0.5373064289066166,0.780131920886564,0.7162675906230714,0.382079716283398,0.08620689655172414,0.4269930200997652,0.5313870612716953
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1318.png,COVID,COVID,True,Grad-CAM,0.6347312342182492,0.27499965323174524,0.0,0.3363923896568232,0.9959465661852657,0.991157011938,0.7518716577540107,0.9212872273817094,0.9103946861496748,0.7869257052355073,0.16521429841721502,0.6497998755556866,0.6358264975314064
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1318.png,COVID,COVID,True,Integrated Gradients,0.6875937889476108,0.49910866005773985,0.10600945307224847,0.45657294951804084,0.8338444512360857,0.8730524847975581,0.46774193548387094,0.735776106578863,0.7285009417020869,0.5445011949582772,0.1043317040283162,0.4860502463768128,0.5594664341579055
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1322.png,COVID,COVID,True,Grad-CAM,0.6722440128206253,0.34768063246232994,0.0,0.3732017948669491,0.9813197334961501,0.9546699501668835,0.4463576158940397,0.812836163216737,0.8552202564475364,0.705144479863788,0.2869770182675309,0.6397245520184103,0.6085875033673654
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1322.png,COVID,COVID,True,Integrated Gradients,0.5844306611222672,0.2001719537699148,0.044976076555023926,0.3073166735463885,0.9580271505856088,0.9625048726285812,0.716081718177056,0.8867868374759347,0.6304353260127663,0.2894600761872826,0.07851851851851852,0.36256770881684686,0.5188904066130567
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1328.png,COVID,COVID,True,Grad-CAM,0.8336763077491982,0.6021898010431739,0.2235294117647059,0.5811862869420431,0.9990467881936276,0.9978028032639201,0.7775366250678242,0.9322205437769744,0.9638261075532333,0.9217918963223118,0.39167374681393374,0.7795701359621671,0.7643256555603948
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1328.png,COVID,COVID,True,Integrated Gradients,0.7327224662447018,0.3904868096765253,0.11409624213569121,0.4444639020415457,0.9052353557033049,0.8273404489296095,0.44063324538258575,0.7424862505749805,0.7066726630075773,0.47589589195276577,0.13848827106863598,0.46698431410945146,0.5513114889086592
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-133.png,COVID,COVID,True,Grad-CAM,0.7794234518433427,0.5317587093444898,0.5030970406056435,0.6222261057223771,0.9954347425875401,0.9876738458665313,0.7612903225806451,0.922863147569169,0.9705350692477548,0.9479497799758932,0.7641357027463651,0.9018396725157795,0.8156429752691086
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-133.png,COVID,COVID,True,Integrated Gradients,0.7413064879221581,0.335883030095359,0.08422968724143637,0.4225564103699019,0.9627642780985601,0.9734763440744821,0.745338305807139,0.9007501062039104,0.7934584285472605,0.5534184818939475,0.15352112676056337,0.5294652540152575,0.6175905901963565
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1339.png,COVID,COVID,True,Grad-CAM,0.6472328683795647,0.30104137692148464,0.010004617515776512,0.35220694568300426,0.9929551077464225,0.9759792272447255,0.4703114496975129,0.8310692461812406,0.9719830507658351,0.9365683555162158,0.6520100502512562,0.8653667420365756,0.6828809779669401
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1339.png,COVID,COVID,True,Integrated Gradients,0.6739206638709102,0.2696070333712229,0.044976076555023926,0.36394319852623813,0.956401528457506,0.9479119364552795,0.649546827794562,0.8617982406579549,0.693642612791131,0.3158462038167413,0.06242905788876277,0.39093962362810364,0.5388936876040988
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1340.png,COVID,COVID,True,Grad-CAM,0.8048437044862518,0.5377828459799108,0.0552423900789177,0.49984505261214923,0.9979411113984572,0.9948876958232235,0.8687963491158015,0.9582816580410902,0.9770636768323882,0.9526112094193091,0.5184241019698725,0.8321360641497096,0.7634209249343163
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1340.png,COVID,COVID,True,Integrated Gradients,0.7345325951060706,0.43978658236287893,0.13317191283292978,0.46570058660117086,0.8658384676693693,0.6597026105176858,0.3509278350515464,0.6495245207385174,0.7443705312502537,0.5119430125042156,0.15780173175472698,0.49867163577778423,0.5379655810391576
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1393.png,COVID,COVID,True,Grad-CAM,0.8843371734222545,0.7650938376551111,0.10265903736115786,0.6140607318737825,0.9934430156294753,0.9878339739657834,0.8034682080924855,0.9347678608692709,0.9580270980992508,0.902597441361481,0.4567435669920142,0.7910131417457489,0.7799472448296006
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1393.png,COVID,COVID,True,Integrated Gradients,0.7064652678096178,0.38901519585292066,0.08065314200890648,0.4234866084823953,0.948510383134661,0.9457826813774206,0.6825885978428351,0.8679155370199411,0.7060366651087329,0.45374699422373155,0.1201914857240554,0.45459621002782924,0.5819994518433885
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1459.png,COVID,COVID,True,Grad-CAM,0.8891793028900377,0.7622134237662007,0.19387755102040816,0.6424990135919978,0.9897590798684521,0.9792394706185469,0.7693761814744802,0.9204883275752889,0.9292705644388628,0.8614592183023809,0.14465408805031446,0.6735422176813538,0.7455098529495467
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1459.png,COVID,COVID,True,Integrated Gradients,0.7284727942129052,0.39650889884753193,0.092,0.43794178733942174,0.9532063239850237,0.9629076924861667,0.7178814892501311,0.8855192841148988,0.738353392686308,0.4377724810434673,0.11904355251921435,0.4623861671433277,0.5952824128658828
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1469.png,COVID,COVID,True,Grad-CAM,0.9027987593156013,0.6980606512784947,0.7245461720599842,0.7879015507277841,0.9575304619316739,0.9950949236037546,0.9939135727328059,0.9797147336736378,0.9198155529578378,0.8566613233111104,0.5478384124734231,0.7892761419184953,0.8522974754399724
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1469.png,COVID,COVID,True,Integrated Gradients,0.7369436380380843,0.3532345984141469,0.11013215859030837,0.4337874823165703,0.9286134631226428,0.9476451359658549,0.6027397260273972,0.8365608438470327,0.6436342794688811,0.3951638773167604,0.07497949138638228,0.39849672239849526,0.5562816828540328
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1483.png,COVID,COVID,True,Grad-CAM,0.9217194326994619,0.8445272995572747,0.3188405797101449,0.7176981368600107,0.9729018707734376,0.9293739654898843,0.7278481012658228,0.8863273683360873,0.943288662375966,0.8947428400755,0.4469964664310954,0.779837256902365,0.7946209206994878
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1483.png,COVID,COVID,True,Integrated Gradients,0.6791980330772143,0.24449487261724476,0.055412371134020616,0.3616513863562653,0.8470052532710126,0.5659017688939519,0.480009035464197,0.6525753426158497,0.7174001193315651,0.30308029658293306,0.07568543753078312,0.4005897679667409,0.4716054989796186
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1520.png,COVID,COVID,True,Grad-CAM,0.8204957645019528,0.5937230254273124,0.041402284263959394,0.5187358987081626,0.9133217739819357,0.8286461109664318,0.29079826976012585,0.7011620238107417,0.9149928822732749,0.8315608929855852,0.3422612962584339,0.7181438096825157,0.6460139107338067
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1520.png,COVID,COVID,True,Integrated Gradients,0.7298781955179451,0.41738923192901983,0.09345794392523364,0.4452054309634541,0.9271520856574798,0.9184916572593088,0.6286353467561522,0.8349989354676303,0.6876388068325805,0.3931481905611476,0.1034018187942068,0.42402052553963854,0.568074963990241
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1572.png,COVID,COVID,True,Grad-CAM,0.7447873973945305,0.4921426894334394,0.024070021881838075,0.45277877235239544,0.9799742338157686,0.9507318177135946,0.6062760480509929,0.8590920532556837,0.8945948924803185,0.7991713072029442,0.09969788519637462,0.6274987147119231,0.6464565134400008
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1572.png,COVID,COVID,True,Integrated Gradients,0.6820299186764264,0.3457022646263461,0.06919060052219321,0.39727982701513237,0.9575833774788891,0.8889067982160359,0.7053617907339927,0.8613139276765642,0.6846311770166938,0.336598694980834,0.07041333115504003,0.39595607864743976,0.5515166111130454
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1597.png,COVID,COVID,True,Grad-CAM,0.8724165077847168,0.6789986700211402,0.17714696370822852,0.6058102932326974,0.9917369539740095,0.9885072746943104,0.4352683461117196,0.8238274678314128,0.9897470711692195,0.9737963862894268,0.46021840873634945,0.8261032669754207,0.751913676013177
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1597.png,COVID,COVID,True,Integrated Gradients,0.6496784245833771,0.2752789783296972,0.06901615271659324,0.36315990914723795,0.8787640684750283,0.7464129531680507,0.35596026490066224,0.6822175928106252,0.7581953686805722,0.4397288633106817,0.12732278045423262,0.4733936406017032,0.5062570475198555
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1621.png,COVID,COVID,True,Grad-CAM,0.6531557920132403,0.29499132785339915,0.0,0.3497597151613159,0.9915169920400455,0.9726983528216727,0.8306789606035205,0.9376199908435763,0.9855979751088011,0.9739969337863328,0.581081081081081,0.8607625945037446,0.7160474335028789
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1621.png,COVID,COVID,True,Integrated Gradients,0.7575653558724569,0.3693334277209996,0.09109075770191508,0.4411533979758572,0.8361573254103873,0.7188114665162121,0.35567970204841715,0.6568102807335436,0.7891577651823116,0.43426220863411696,0.1075050709939148,0.4781932899613342,0.5253856562235782
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1645.png,COVID,COVID,True,Grad-CAM,0.8568024348526642,0.6404072656564442,0.1500789889415482,0.5798668503204634,0.9926662746052062,0.9772866786782857,0.6335078534031413,0.8803048694665105,0.9441000176461447,0.8892954740852864,0.572354211663067,0.816134912782964,0.7587688775233126
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1645.png,COVID,COVID,True,Integrated Gradients,0.6716640003640841,0.32180975775725756,0.07076319660075175,0.3864374864530365,0.8868147346944808,0.7445677586334406,0.4425363276089828,0.7108571197505194,0.7585991624949072,0.46053995305496315,0.125,0.47910165091445184,0.5254654190393359
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1663.png,COVID,COVID,True,Grad-CAM,0.9306565676834422,0.8363711887645942,0.40561990561990563,0.7448599553887268,0.9603965892085702,0.9094088584789245,0.07957166392092258,0.6808527924033823,0.9433051980085365,0.874390147003001,0.3163921253515468,0.734556760909779,0.7200898362339627
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1663.png,COVID,COVID,True,Integrated Gradients,0.633131338172677,0.09208721937842493,0.043478260869565216,0.29392217934346787,0.8993921927570796,0.8341125462919105,0.4918032786885246,0.7575316245969623,0.7908872517510533,0.5628473560167737,0.08819133034379671,0.5116665066085925,0.5210401035163409
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1687.png,COVID,Normal,False,Grad-CAM,0.0,0.0,0.0,0.0,0.8109517468939644,0.5940203664895475,0.14066852367688024,0.5447873658075141,0.5647826555043568,0.21582201038293564,0.08351248553001488,0.3157134109756279,0.2868335922610473
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1687.png,COVID,Normal,False,Integrated Gradients,0.7628998094523286,0.42435118891344437,0.098960080509896,0.4621533046079336,0.9294668236729305,0.8940221232595931,0.6286353467561522,0.8285839704738958,0.767392969178202,0.4276171792487691,0.10062153536032252,0.46542880205400833,0.5853886923786126
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-1002.png,Normal,Normal,True,Grad-CAM,0.4362376111208653,0.0,0.0,0.17449504444834613,0.9861130175991264,0.961902375699241,0.5988286969253295,0.8626645288270217,0.960415212609364,0.9243211494588938,0.5340669632404589,0.8216825188535515,0.6196140307096397
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-1002.png,Normal,Normal,True,Integrated Gradients,0.7218816047992094,0.3597791266862689,0.058994666235655406,0.41438477979626104,0.9557827481418943,0.950213616668166,0.6722817764165391,0.8690617171821693,0.6958150755140081,0.4656420983596636,0.1496753816459028,0.46292127420727314,0.5821225903952345
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-10163.png,Normal,Normal,True,Grad-CAM,0.7891740146634061,0.38138540805489357,0.4592427616926503,0.5678580567896256,0.9783831524931503,0.9889388736593763,0.954965702356099,0.9745246338019028,0.9142207649537253,0.9199289098080853,0.5937728046703965,0.8197988203250347,0.7873938369721877
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-10163.png,Normal,Normal,True,Integrated Gradients,0.7703445144840286,0.46135087296864563,0.13356401384083044,0.4866122718364543,0.9160536233514166,0.8700784039533686,0.5301261092947221,0.7864828033149939,0.6942678366586839,0.4952011965752983,0.19279082468596395,0.48410474104185225,0.5857332720644335
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-10173.png,Normal,Normal,True,Grad-CAM,0.7503545692798999,0.08420045872967663,0.0,0.32540196533086296,0.959504906973909,0.9158252227369132,0.8499294781382228,0.9135283730521044,0.8296248074162371,0.7512380649631147,0.706694451680125,0.7692296779594668,0.6693866721141447
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-10173.png,Normal,Normal,True,Integrated Gradients,0.7810141042833076,0.3715277408055357,0.11980857972996069,0.45980653787397197,0.9413574450203037,0.901550722633837,0.5423728813559322,0.8097200592050523,0.7452289454978883,0.5092271568183697,0.14425427872860636,0.49413600886324816,0.5878875353140908
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-1076.png,Normal,Normal,True,Grad-CAM,0.394220146757948,0.0,0.0,0.1576880587031792,0.9812163462697452,0.966022067796763,0.6642113284226568,0.8815565573737241,0.9305639061384019,0.846941399524563,0.1677062912136874,0.6766198696768359,0.5719548285845798
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-1076.png,Normal,Normal,True,Integrated Gradients,0.6677700085107389,0.31717865084689045,0.07940691927512356,0.3860836744408998,0.9545040039431552,0.947396688197022,0.6843187660668381,0.8713162378564201,0.7357685964820917,0.5220479170884252,0.19802523313219966,0.5103293836590241,0.5892430986521147
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-1129.png,Normal,Normal,True,Grad-CAM,0.5758841065122695,0.07615499457239676,0.12829343895298778,0.29168817266252317,0.990379927517844,0.9780277806741581,0.603131881575728,0.8704998696821035,0.9316078156654951,0.8609732347326099,0.12829343895298778,0.6694231283718773,0.6105370569055014
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-1129.png,Normal,Normal,True,Integrated Gradients,0.6839399299977522,0.2892859998631029,0.06450040617384241,0.3797118938101845,0.9551572352146436,0.8925804881537504,0.6675998981929244,0.8501170099898598,0.7568154863440562,0.47649891747071305,0.15352112676056337,0.49173220780700544,0.5738537038690166
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-1139.png,Normal,COVID,False,Grad-CAM,0.8633819356857975,0.6321871480798534,0.11713554987212277,0.5701495836599119,0.875116095829785,0.7751315791224049,0.4203338391502276,0.7086860638137037,0.9017673149222946,0.673412636684878,0.44891640866873067,0.6974056395750005,0.6587470956828719
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-1139.png,Normal,COVID,False,Integrated Gradients,0.7703748381848062,0.39253407895710635,0.11145038167938931,0.45934527346487125,0.8680820739649998,0.4648636125394362,0.18631178707224336,0.5425854494695038,0.7556523340398131,0.496025944467897,0.128099173553719,0.48949846902241007,0.497143063985595
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-1182.png,Normal,Normal,True,Grad-CAM,0.4957112922959353,0.0,0.0,0.19828451691837412,0.9367423160719728,0.8339899397698407,0.020878778435649736,0.6311575418904363,0.9861207271656374,0.9630529203525551,0.5652173913043478,0.8529293843633259,0.5607904810573787
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-1182.png,Normal,Normal,True,Integrated Gradients,0.7436636692000393,0.47394459433847264,0.15494447382337387,0.4861321881285697,0.9467356914999324,0.824315857707391,0.475011256190905,0.7684924107694617,0.7559308695097136,0.5510115046605559,0.2140077821011673,0.5318781338324023,0.5955009109101446
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\Normal\Normal-1282.png,Normal,Normal,True,Grad-CAM,0.521773524139599,0.010792031755629056,0.014712714883072634,0.21636083364745012,0.9869703030818647,0.977301275352418,0.7546866630958757,0.914384502767234,0.9430794432988071,0.8872142078703427,0.6843187660668381,0.8486916695006771,0.6598123353051205
